mm_policy,qa_function,explore_policy,pretrain_semantic,long_capacity,episodic_capacity,semantic_capacity,short_capacity,semantic_decay_factor,test_mean,test_std
random,episodic_semantic,random,False,96,48,48,1,0.7,189.7,13.547398274207486
random,episodic_semantic,avoid_walls,exclude_walls,96,0,96,1,0.99,183.56,11.73739323700113
semantic,semantic,random,exclude_walls,96,0,96,1,0.5,182.85999999999999,25.079043043944083
random,episodic_semantic,avoid_walls,False,96,0,96,1,0.5,181.82,9.312658052350038
random,episodic_semantic,random,False,96,48,48,1,0.5,179.78000000000003,27.66220526277686
random,episodic_semantic,avoid_walls,False,96,0,96,1,0.7,179.64000000000001,20.07332558396839
random,episodic_semantic,random,exclude_walls,96,48,48,1,0.99,179.14000000000001,18.483354673868053
random,episodic_semantic,avoid_walls,exclude_walls,96,0,96,1,0.9,178.92,8.778929319683574
semantic,semantic,random,exclude_walls,96,0,96,1,0.9,178.44,11.859443494532107
random,episodic_semantic,random,include_walls,96,48,48,1,0.5,176.44,5.848965720535552
random,episodic_semantic,random,exclude_walls,96,48,48,1,0.5,172.3,7.966931655286121
random,episodic_semantic,random,include_walls,96,48,48,1,0.99,171.95999999999998,7.184037861815597
random,episodic_semantic,avoid_walls,exclude_walls,96,0,96,1,0.5,171.66,10.353472847310707
random,episodic_semantic,avoid_walls,include_walls,96,0,96,1,0.9,170.42000000000002,10.307938688215023
random,episodic_semantic,avoid_walls,include_walls,96,0,96,1,0.99,169.26000000000002,8.97988864073492
random,episodic_semantic,avoid_walls,include_walls,96,0,96,1,0.7,168.16,13.972916660454247
random,episodic_semantic,random,exclude_walls,96,48,48,1,0.7,167.84,13.330806427219619
random,episodic_semantic,random,False,96,0,96,1,0.9,167.66000000000003,11.06374258558107
random,episodic_semantic,random,False,96,0,96,1,0.99,167.42000000000002,11.086821005139392
random,episodic_semantic,random,False,96,0,96,1,0.7,167.21999999999997,10.992797642092755
random,episodic_semantic,random,include_walls,96,48,48,1,0.9,167.18,12.933738825258537
random,episodic_semantic,random,False,96,0,96,1,0.5,167.04,10.947986116176804
random,episodic_semantic,random,False,96,48,48,1,0.99,166.32,11.814804272606464
random,episodic_semantic,random,include_walls,96,0,96,1,0.99,163.51999999999998,9.222884581301024
random,episodic_semantic,random,exclude_walls,96,48,48,1,0.9,162.04000000000002,6.250631968049306
random,episodic_semantic,avoid_walls,False,96,96,0,1,1.0,162.02,6.309167932461457
random,episodic_semantic,random,include_walls,96,48,48,1,0.7,161.42,4.930070993403638
random,episodic_semantic,random,exclude_walls,96,0,96,1,0.9,160.24,12.171211936368548
random,episodic_semantic,avoid_walls,include_walls,96,0,96,1,0.5,160.12000000000003,7.036305848952284
random,episodic_semantic,random,exclude_walls,96,0,96,1,0.7,158.18,18.75040266234302
random,episodic_semantic,random,include_walls,96,0,96,1,0.5,154.56,16.546250330512947
random,episodic_semantic,random,include_walls,96,0,96,1,0.7,152.83999999999997,21.106643503882847
random,episodic_semantic,random,exclude_walls,96,0,96,1,0.5,149.78000000000003,13.267313217076017
random,episodic_semantic,random,include_walls,96,0,96,1,0.9,147.66,13.700598527071723
random,episodic_semantic,random,False,96,96,0,1,1.0,147.46,10.773411715886478
random,episodic_semantic,random,exclude_walls,96,0,96,1,0.99,144.16,11.674005310946198
random,random,avoid_walls,exclude_walls,96,48,48,1,0.7,141.82,6.069069121372727
